species,bud,flower,fruit,longitude,latitude,year,month,day,state_county,julian,pfl,pfr,pbd,bio1,bio12,bio4,bio15,Growth_form
Calopogon_tuberosus,1,1,0,-79.95099,33.19768,1998,7,1,South Carolina-Berkeley,182,0.5,0,0.5,19.370 ,120.656 ,688.68,57.761,Herbaceous perennial
Calopogon_pallidus,7,3,0,-79.72772,33.61991,1996,5,25,South Carolina-Williamsburg,146,0.3,0,0.7,17.010 ,98.335 ,733.541,46.317,Herbaceous perennial
Calopogon_pallidus,9,3,0,-79.72772,33.61991,1996,5,25,South Carolina-Williamsburg,146,0.25,0,0.75,17.010 ,98.335 ,733.541,46.317,Herbaceous perennial
Calopogon_pallidus,8,3,0,-79.72772,33.61991,1996,5,25,South Carolina-Williamsburg,146,0.273,0,0.727,17.010 ,98.335 ,733.541,46.317,Herbaceous perennial
Calopogon_pallidus,11,3,0,-79.72772,33.61991,1996,5,25,South Carolina-Williamsburg,146,0.214,0,0.786,17.010 ,98.335 ,733.541,46.317,Herbaceous perennial
Calopogon_pallidus,3,1,1,-79.72772,33.61991,2004,5,29,South Carolina-Williamsburg,150,0.2,0.2,0.6,17.653 ,120.268 ,776.137,70.767,Herbaceous perennial
Calopogon_pallidus,4,1,1,-79.72772,33.61991,2004,5,29,South Carolina-Williamsburg,150,0.167,0.167,0.667,17.653 ,120.268 ,776.137,70.767,Herbaceous perennial
Calopogon_pallidus,3,1,1,-79.72772,33.61991,2004,5,29,South Carolina-Williamsburg,150,0.2,0.2,0.6,17.653 ,120.268 ,776.137,70.767,Herbaceous perennial
Phlox_divaricata,4,2,1,-76.72687,37.94338,1927,5,2,Virginia-Richmond,122,0.286,0.143,0.571,13.749 ,81.450 ,727.579,40.317,Herbaceous perennial
Phlox_divaricata,4,3,0,-76.72687,37.94338,1927,5,2,Virginia-Richmond,122,0.429,0,0.571,13.749 ,81.450 ,727.579,40.317,Herbaceous perennial
Phlox_divaricata,3,3,0,-76.72687,37.94338,1927,5,2,Virginia-Richmond,122,0.5,0,0.5,13.749 ,81.450 ,727.579,40.317,Herbaceous perennial
Erythronium_americanum,4,2,0,-76.72687,37.94338,1928,4,5,Virginia-Richmond,96,0.333,0,0.667,13.545 ,94.935 ,807.96,70.84,Herbaceous perennial
Physalis_angulata,13,5,8,-79.12067,36.06111,2014,10,5,North Carolina-Orange,278,0.192,0.308,0.5,14.509 ,98.034 ,851.127,28.837,Herbaceous annual
Anemone_virginiana,1,1,0,-76.72687,37.94338,1927,7,10,Virginia-Richmond,191,0.5,0,0.5,13.749 ,81.450 ,727.579,40.317,Herbaceous perennial
Anemone_virginiana,2,2,0,-76.72687,37.94338,1927,7,18,Virginia-Richmond,199,0.5,0,0.5,13.749 ,81.450 ,727.579,40.317,Herbaceous perennial
Anemone_virginiana,2,2,0,-76.72687,37.94338,1927,7,18,Virginia-Richmond,199,0.5,0,0.5,13.749 ,81.450 ,727.579,40.317,Herbaceous perennial
Anemone_virginiana,2,2,0,-76.72687,37.94338,1927,7,18,Virginia-Richmond,199,0.5,0,0.5,13.749 ,81.450 ,727.579,40.317,Herbaceous perennial
Uvularia_sessilifolia,1,0,0,-76.72687,37.94338,1927,5,4,Virginia-Richmond,124,0,0,1,13.749 ,81.450 ,727.579,40.317,Herbaceous perennial
Uvularia_sessilifolia,1,0,0,-76.72687,37.94338,1927,5,4,Virginia-Richmond,124,0,0,1,13.749 ,81.450 ,727.579,40.317,Herbaceous perennial
Arisaema_triphyllum,1,1,0,-79.12067,36.06111,1913,5,7,North Carolina-Orange,127,0.5,0,0.5,15.962 ,100.392 ,698.035,25.068,Herbaceous perennial
Arisaema_triphyllum,1,0,0,-81.92258,36.07654,1946,7,11,North Carolina-Avery,192,0,0,1,10.370 ,94.415 ,591.761,37.156,Herbaceous perennial
Arisaema_triphyllum,1,1,0,-81.92258,36.07654,1975,8,31,North Carolina-Avery,243,0.5,0,0.5,9.985 ,126.273 ,674.13,49.533,Herbaceous perennial
Arisaema_triphyllum,1,0,0,-81.92258,36.07654,1975,8,31,North Carolina-Avery,243,0,0,1,9.985 ,126.273 ,674.13,49.533,Herbaceous perennial
Arisaema_triphyllum,1,0,0,-81.92258,36.07654,1975,8,31,North Carolina-Avery,243,0,0,1,9.985 ,126.273 ,674.13,49.533,Herbaceous perennial
Arisaema_triphyllum,1,0,0,-81.92258,36.07654,1975,8,31,North Carolina-Avery,243,0,0,1,9.985 ,126.273 ,674.13,49.533,Herbaceous perennial
Arisaema_triphyllum,1,0,0,-81.92258,36.07654,1975,8,31,North Carolina-Avery,243,0,0,1,9.985 ,126.273 ,674.13,49.533,Herbaceous perennial
Arisaema_triphyllum,1,0,0,-81.92258,36.07654,1975,8,31,North Carolina-Avery,243,0,0,1,9.985 ,126.273 ,674.13,49.533,Herbaceous perennial
Arisaema_triphyllum,1,0,0,-81.92258,36.07654,1975,8,31,North Carolina-Avery,243,0,0,1,9.985 ,126.273 ,674.13,49.533,Herbaceous perennial
Arisaema_triphyllum,1,0,0,-81.92258,36.07654,1975,8,31,North Carolina-Avery,243,0,0,1,9.985 ,126.273 ,674.13,49.533,Herbaceous perennial
Arisaema_triphyllum,1,0,0,-81.92258,36.07654,1975,8,31,North Carolina-Avery,243,0,0,1,9.985 ,126.273 ,674.13,49.533,Herbaceous perennial
Arisaema_triphyllum,1,0,0,-81.92258,36.07654,1975,8,31,North Carolina-Avery,243,0,0,1,9.985 ,126.273 ,674.13,49.533,Herbaceous perennial
Arisaema_triphyllum,1,0,0,-81.92258,36.07654,1975,8,31,North Carolina-Avery,243,0,0,1,9.985 ,126.273 ,674.13,49.533,Herbaceous perennial
Arisaema_triphyllum,1,0,0,-81.92258,36.07654,1975,8,31,North Carolina-Avery,243,0,0,1,9.985 ,126.273 ,674.13,49.533,Herbaceous perennial
Arisaema_triphyllum,1,0,0,-81.92258,36.07654,1975,8,31,North Carolina-Avery,243,0,0,1,9.985 ,126.273 ,674.13,49.533,Herbaceous perennial
Arisaema_triphyllum,1,0,0,-81.92258,36.07654,1975,8,31,North Carolina-Avery,243,0,0,1,9.985 ,126.273 ,674.13,49.533,Herbaceous perennial
Arisaema_triphyllum,1,0,0,-81.92258,36.07654,1975,8,31,North Carolina-Avery,243,0,0,1,9.985 ,126.273 ,674.13,49.533,Herbaceous perennial
Arisaema_triphyllum,1,0,0,-81.92258,36.07654,1975,8,31,North Carolina-Avery,243,0,0,1,9.985 ,126.273 ,674.13,49.533,Herbaceous perennial
Arisaema_triphyllum,1,1,0,-81.92258,36.07654,1976,5,25,North Carolina-Avery,146,0.5,0,0.5,8.735 ,111.874 ,701.595,57.737,Herbaceous perennial
Trillium_catesbaei,2,0,0,-81.18441,34.97474,1985,5,26,South Carolina-York,146,0,0,1,16.042 ,98.713 ,796.825,65.734,Herbaceous perennial
Trillium_catesbaei,1,1,0,-81.99068,34.93126,1980,4,23,South Carolina-Spartanburg,114,0.5,0,0.5,15.681 ,112.151 ,832.087,64.239,Herbaceous perennial
Trillium_catesbaei,1,1,0,-81.99068,34.93126,1980,4,23,South Carolina-Spartanburg,114,0.5,0,0.5,15.681 ,112.151 ,832.087,64.239,Herbaceous perennial
Trillium_catesbaei,1,0,0,-82.00594,34.48357,1986,6,30,South Carolina-Laurens,181,0,0,1,16.623 ,78.993 ,804.465,61.288,Herbaceous perennial
Trillium_catesbaei,1,0,0,-82.00594,34.48357,1986,6,30,South Carolina-Laurens,181,0,0,1,16.623 ,78.993 ,804.465,61.288,Herbaceous perennial
Trillium_catesbaei,1,1,0,-80.90305,34.02182,1936,4,14,South Carolina-Richland,105,0.5,0,0.5,17.790 ,117.032 ,816.899,51.066,Herbaceous perennial
Trillium_vaseyi,1,1,0,-82.98219,35.55604,1937,5,8,North Carolina-Haywood,128,0.5,0,0.5,11.472 ,101.571 ,727.353,55.748,Herbaceous perennial
Trillium_maculatum,1,1,0,-82.35772,29.67475,1936,2,1,Florida-Alachua,32,0.5,0,0.5,21.125 ,108.740 ,554.428,56.204,Herbaceous perennial
Trillium_cuneatum,2,0,0,-83.06583,34.75347,1909,5,25,South Carolina-Oconee,145,0,0,1,15.827 ,130.744 ,705.957,39.838,Herbaceous perennial
Trillium_cuneatum,2,0,0,-83.06583,34.75347,1909,5,25,South Carolina-Oconee,145,0,0,1,15.827 ,130.744 ,705.957,39.838,Herbaceous perennial
Trillium_cuneatum,3,0,0,-79.78891,36.07947,1937,4,25,North Carolina-Guilford,115,0,0,1,14.790 ,103.502 ,770.088,54.172,Herbaceous perennial
Trillium_cuneatum,1,1,0,-79.78891,36.07947,1937,4,25,North Carolina-Guilford,115,0.5,0,0.5,14.790 ,103.502 ,770.088,54.172,Herbaceous perennial
Trillium_vaseyi,1,0,0,-83.49264,35.48678,1938,4,24,North Carolina-Swain,114,0,0,1,12.433 ,127.966 ,665.995,54.408,Herbaceous perennial
Trillium_vaseyi,1,0,0,-83.49264,35.48678,1938,4,24,North Carolina-Swain,114,0,0,1,12.433 ,127.966 ,665.995,54.408,Herbaceous perennial
Trillium_vaseyi,1,0,0,-83.49264,35.48678,1938,4,24,North Carolina-Swain,114,0,0,1,12.433 ,127.966 ,665.995,54.408,Herbaceous perennial
Trillium_vaseyi,1,0,0,-83.49264,35.48678,1938,4,24,North Carolina-Swain,114,0,0,1,12.433 ,127.966 ,665.995,54.408,Herbaceous perennial
Trillium_vaseyi,1,0,0,-83.49264,35.48678,1938,4,24,North Carolina-Swain,114,0,0,1,12.433 ,127.966 ,665.995,54.408,Herbaceous perennial
Trillium_vaseyi,1,0,0,-83.49264,35.48678,1938,4,24,North Carolina-Swain,114,0,0,1,12.433 ,127.966 ,665.995,54.408,Herbaceous perennial
Trillium_vaseyi,1,0,0,-83.49264,35.48678,1938,4,24,North Carolina-Swain,114,0,0,1,12.433 ,127.966 ,665.995,54.408,Herbaceous perennial
Trillium_vaseyi,1,0,0,-83.49264,35.48678,1938,4,24,North Carolina-Swain,114,0,0,1,12.433 ,127.966 ,665.995,54.408,Herbaceous perennial
Trillium_vaseyi,1,0,0,-83.49264,35.48678,1938,4,24,North Carolina-Swain,114,0,0,1,12.433 ,127.966 ,665.995,54.408,Herbaceous perennial
Trillium_maculatum,1,0,0,-83.66623,32.45901,1933,4,21,Georgia-Houston,111,0,0,1,19.474 ,83.791 ,677.306,49.603,Herbaceous perennial
Trillium_undulatum,3,0,0,-82.04897,35.68294,1939,7,9,North Carolina-McDowell,190,0,0,1,15.114 ,90.208 ,747.844,68.162,Herbaceous perennial
Trillium_undulatum,3,0,0,-82.04897,35.68294,1939,7,9,North Carolina-McDowell,190,0,0,1,15.114 ,90.208 ,747.844,68.162,Herbaceous perennial
Trillium_undulatum,1,0,0,-81.69625,36.23061,1939,7,21,North Carolina-Watauga,202,0,0,1,10.918 ,98.647 ,742.36,62.346,Herbaceous perennial
Trillium_undulatum,1,0,0,-81.69625,36.23061,1939,7,21,North Carolina-Watauga,202,0,0,1,10.918 ,98.647 ,742.36,62.346,Herbaceous perennial
Trillium_undulatum,1,0,0,-81.69625,36.23061,1939,7,21,North Carolina-Watauga,202,0,0,1,10.918 ,98.647 ,742.36,62.346,Herbaceous perennial
Trillium_undulatum,1,0,0,-81.69625,36.23061,1939,7,21,North Carolina-Watauga,202,0,0,1,10.918 ,98.647 ,742.36,62.346,Herbaceous perennial
Trillium_undulatum,1,0,0,-81.69625,36.23061,1939,7,21,North Carolina-Watauga,202,0,0,1,10.918 ,98.647 ,742.36,62.346,Herbaceous perennial
Trillium_undulatum,1,0,0,-81.69625,36.23061,1939,7,21,North Carolina-Watauga,202,0,0,1,10.918 ,98.647 ,742.36,62.346,Herbaceous perennial
Trillium_rugelii,1,0,0,-83.14081,35.28742,1947,6,3,North Carolina-Jackson,154,0,0,1,12.363 ,105.718 ,799.96,55.449,Herbaceous perennial
Trillium_rugelii,1,0,0,-83.14081,35.28742,1947,6,3,North Carolina-Jackson,154,0,0,1,12.363 ,105.718 ,799.96,55.449,Herbaceous perennial
Trillium_undulatum,1,0,1,-83.49308,35.48752,1953,6,7,North Carolina-Swain,158,0,0.5,0.5,11.655 ,122.025 ,733.444,42.359,Herbaceous perennial
Trillium_vaseyi,1,0,0,-83.49264,35.48678,1968,5,6,North Carolina-Swain,127,0,0,1,9.844 ,113.434 ,796.239,30.719,Herbaceous perennial
Trillium_undulatum,1,0,0,-81.69625,36.23061,1958,6,18,North Carolina-Watauga,169,0,0,1,8.576 ,110.578 ,871.36,38.296,Herbaceous perennial
Trillium_undulatum,1,0,0,-81.69625,36.23061,1958,6,18,North Carolina-Watauga,169,0,0,1,8.576 ,110.578 ,871.36,38.296,Herbaceous perennial
Trillium_undulatum,1,0,0,-81.69625,36.23061,1958,6,18,North Carolina-Watauga,169,0,0,1,8.576 ,110.578 ,871.36,38.296,Herbaceous perennial
Trillium_undulatum,1,0,1,-82.30685,35.89953,1958,7,30,North Carolina-Yancey,211,0,0.5,0.5,9.977 ,92.734 ,862.732,29.831,Herbaceous perennial
Trillium_undulatum,1,0,1,-82.30685,35.89953,1958,7,30,North Carolina-Yancey,211,0,0.5,0.5,9.977 ,92.734 ,862.732,29.831,Herbaceous perennial
Trillium_erectum,1,0,0,-80.23344,38.89785,1947,4,20,West Virginia-Upshur,110,0,0,1,11.000 ,90.415 ,918.57,43.807,Herbaceous perennial
Trillium_erectum,1,0,0,-80.23344,38.89785,1947,4,20,West Virginia-Upshur,110,0,0,1,11.000 ,90.415 ,918.57,43.807,Herbaceous perennial
Trillium_erectum,1,1,0,-80.23344,38.89785,1947,4,20,West Virginia-Upshur,110,0.5,0,0.5,11.000 ,90.415 ,918.57,43.807,Herbaceous perennial
Trillium_catesbaei,1,0,0,-81.15953,34.69204,1957,6,27,South Carolina-Chester,178,0,0,1,16.404 ,102.873 ,719.045,54.134,Herbaceous perennial
Trillium_catesbaei,1,0,0,-81.15953,34.69204,1957,6,27,South Carolina-Chester,178,0,0,1,16.404 ,102.873 ,719.045,54.134,Herbaceous perennial
Trillium_catesbaei,1,0,0,-82.7252,34.88771,1956,6,8,South Carolina-Pickens,160,0,0,1,16.332 ,112.199 ,711.299,57.554,Herbaceous perennial
Trillium_catesbaei,1,0,0,-82.7252,34.88771,1956,6,8,South Carolina-Pickens,160,0,0,1,16.332 ,112.199 ,711.299,57.554,Herbaceous perennial
Trillium_catesbaei,1,0,0,-82.7252,34.88771,1957,4,27,South Carolina-Pickens,117,0,0,1,16.460 ,127.461 ,713.627,35.842,Herbaceous perennial
Trillium_catesbaei,1,0,0,-82.7252,34.88771,1957,4,27,South Carolina-Pickens,117,0,0,1,16.460 ,127.461 ,713.627,35.842,Herbaceous perennial
Trillium_catesbaei,1,1,0,-81.99068,34.93126,1957,4,13,South Carolina-Spartanburg,103,0.5,0,0.5,16.512 ,119.992 ,732.183,46.33,Herbaceous perennial
Trillium_maculatum,1,0,0,-81.61194,32.75061,1959,4,15,Georgia-Screven,105,0,0,1,18.745 ,126.364 ,689.498,49.763,Herbaceous perennial
Trillium_undulatum,1,0,0,-81.1288,36.49137,1961,8,1,North Carolina-Alleghany,213,0,0,1,10.501 ,120.220 ,716.944,35.428,Herbaceous perennial
Trillium_maculatum,2,0,0,-80.40555,33.07949,1957,4,1,South Carolina-Dorchester,91,0,0,1,18.321 ,99.145 ,631.8,54.445,Herbaceous perennial
Trillium_maculatum,1,0,0,-79.95099,33.19768,1957,4,8,South Carolina-Berkeley,98,0,0,1,17.990 ,97.245 ,646.566,51.353,Herbaceous perennial
Trillium_maculatum,1,1,0,-80.73018,32.38555,1956,4,3,South Carolina-Beaufort,94,0.5,0,0.5,18.775 ,68.216 ,622.323,52.499,Herbaceous perennial
Trillium_cuneatum,1,1,0,-82.37071,34.89438,1957,4,12,South Carolina-Greenville,102,0.5,0,0.5,16.321 ,118.544 ,731.764,40.897,Herbaceous perennial
Trillium_cuneatum,2,0,0,-82.45875,34.22255,1957,3,29,South Carolina-Abbeville,88,0,0,1,16.750 ,107.365 ,729.164,42.861,Herbaceous perennial
Trillium_catesbaei,2,0,0,-81.62035,35.04819,1957,4,13,South Carolina-Cherokee,103,0,0,1,15.975 ,109.224 ,732.76,46.26,Herbaceous perennial
Trillium_catesbaei,2,0,0,-81.62035,35.04819,1957,4,13,South Carolina-Cherokee,103,0,0,1,15.975 ,109.224 ,732.76,46.26,Herbaceous perennial
Trillium_catesbaei,2,0,0,-81.62035,35.04819,1957,4,13,South Carolina-Cherokee,103,0,0,1,15.975 ,109.224 ,732.76,46.26,Herbaceous perennial
Trillium_catesbaei,1,0,0,-80.7803,33.67488,1956,4,2,South Carolina-Calhoun,93,0,0,1,18.185 ,86.088 ,718.342,43.448,Herbaceous perennial
Trillium_catesbaei,1,0,0,-80.7803,33.67488,1956,4,2,South Carolina-Calhoun,93,0,0,1,18.185 ,86.088 ,718.342,43.448,Herbaceous perennial
Trillium_catesbaei,1,0,0,-80.7803,33.67488,1956,4,2,South Carolina-Calhoun,93,0,0,1,18.185 ,86.088 ,718.342,43.448,Herbaceous perennial
Trillium_undulatum,1,0,0,-82.30685,35.89953,1957,6,26,North Carolina-Yancey,177,0,0,1,11.245 ,131.397 ,681.27,39.692,Herbaceous perennial
Trillium_cuneatum,1,1,0,-83.29347,34.55396,1964,4,18,Georgia-Stephens,109,0.5,0,0.5,15.724 ,163.286 ,743.416,50.48,Herbaceous perennial
Trillium_undulatum,2,2,0,-79.27007,39.52999,1965,5,10,Maryland-Garrett,130,0.5,0,0.5,8.226 ,80.147 ,874.648,42.399,Herbaceous perennial
Trillium_undulatum,1,0,0,-79.56499,39.11359,1968,6,12,West Virginia-Tucker,164,0,0,1,7.331 ,102.884 ,946.137,49.932,Herbaceous perennial
Trillium_undulatum,1,0,0,-79.56499,39.11359,1968,6,12,West Virginia-Tucker,164,0,0,1,7.331 ,102.884 ,946.137,49.932,Herbaceous perennial
Trillium_undulatum,1,0,0,-79.56499,39.11359,1968,6,12,West Virginia-Tucker,164,0,0,1,7.331 ,102.884 ,946.137,49.932,Herbaceous perennial
Trillium_cuneatum,1,0,0,-85.30099,34.73565,1967,4,15,Georgia-Walker,105,0,0,1,13.878 ,133.255 ,727.659,47.279,Herbaceous perennial
Trillium_cuneatum,5,0,0,-85.30099,34.73565,1967,4,15,Georgia-Walker,105,0,0,1,13.878 ,133.255 ,727.659,47.279,Herbaceous perennial
Trillium_erectum,1,1,0,-79.1956,39.10514,1970,5,18,West Virginia-Grant,138,0.5,0,0.5,9.929 ,78.007 ,900.362,36.902,Herbaceous perennial
Trillium_undulatum,1,1,0,-81.69625,36.23061,1970,5,13,North Carolina-Watauga,133,0.5,0,0.5,9.369 ,102.548 ,793.887,57.827,Herbaceous perennial
Trillium_erectum,1,1,0,-79.1956,39.10514,1970,5,18,West Virginia-Grant,138,0.5,0,0.5,9.929 ,78.007 ,900.362,36.902,Herbaceous perennial
Trillium_erectum,1,1,0,-79.1956,39.10514,1970,5,20,West Virginia-Grant,140,0.5,0,0.5,9.929 ,78.007 ,900.362,36.902,Herbaceous perennial
Trillium_erectum,1,1,0,-79.1956,39.10514,1970,5,20,West Virginia-Grant,140,0.5,0,0.5,9.929 ,78.007 ,900.362,36.902,Herbaceous perennial
Trillium_erectum,1,0,1,-79.1956,39.10514,1970,5,20,West Virginia-Grant,140,0,0.5,0.5,9.929 ,78.007 ,900.362,36.902,Herbaceous perennial
Trillium_erectum,2,0,0,-79.1956,39.10514,1970,5,20,West Virginia-Grant,140,0,0,1,9.929 ,78.007 ,900.362,36.902,Herbaceous perennial
Trillium_catesbaei,1,1,0,-85.34534,34.475,1966,4,30,Georgia-Chattooga,120,0.5,0,0.5,14.415 ,127.417 ,810.76,40.666,Herbaceous perennial
Trillium_vaseyi,1,0,0,-83.42216,35.1505,1968,5,6,North Carolina-Macon,127,0,0,1,12.090 ,106.391 ,807.7,30.731,Herbaceous perennial
Trillium_vaseyi,1,1,0,-84.45563,34.69119,1970,4,26,Georgia-Gilmer,116,0.5,0,0.5,14.260 ,114.054 ,831.959,37.701,Herbaceous perennial
Trillium_cuneatum,1,0,0,-84.84049,34.23785,1970,4,26,Georgia-Bartow,116,0,0,1,15.479 ,96.971 ,839.137,47.3,Herbaceous perennial
Trillium_undulatum,1,0,0,-82.98208,35.55626,1974,6,14,North Carolina-Haywood,165,0,0,1,11.623 ,110.758 ,604.614,32.585,Herbaceous perennial
Trillium_undulatum,1,0,0,-82.98208,35.55626,1974,6,14,North Carolina-Haywood,165,0,0,1,11.623 ,110.758 ,604.614,32.585,Herbaceous perennial
Trillium_cernuum,3,1,0,-82.98219,35.55604,1986,4,26,North Carolina-Haywood,116,0.25,0,0.75,11.931 ,75.139 ,735.444,43.474,Herbaceous perennial
Trillium_erectum,1,0,0,-83.40207,34.88174,1975,7,7,Georgia-Rabun,188,0,0,1,13.855 ,198.630 ,660.247,46.035,Herbaceous perennial
Trillium_cuneatum,1,0,0,-84.90889,32.73604,1974,5,17,Georgia-Harris,137,0,0,1,17.507 ,115.447 ,617.342,46.149,Herbaceous perennial
Trillium_cernuum,1,1,0,-77.39801,39.47223,1973,4,29,Maryland-Frederick,119,0.5,0,0.5,13.450 ,94.119 ,896.861,42.748,Herbaceous perennial
Trillium_cernuum,1,1,0,-77.39801,39.47223,1973,4,29,Maryland-Frederick,119,0.5,0,0.5,13.450 ,94.119 ,896.861,42.748,Herbaceous perennial
Trillium_catesbaei,1,0,0,-83.06583,34.75347,1973,5,19,South Carolina-Oconee,139,0,0,1,15.456 ,148.677 ,742.116,44.712,Herbaceous perennial
Trillium_vaseyi,1,1,0,-83.06583,34.75347,1973,4,21,South Carolina-Oconee,111,0.5,0,0.5,15.456 ,148.677 ,742.116,44.712,Herbaceous perennial
Trillium_catesbaei,1,0,0,-82.7252,34.88771,1897,5,1,South Carolina-Pickens,121,0,0,1,15.670 ,111.888 ,761.136,41.534,Herbaceous perennial
Chamaecrista_fasciculata,32,7,0,-82.42503,28.55363,1971,8,2,Florida-Hernando,214,0.179,0,0.821,21.929 ,114.869 ,440.032,58.108,Herbaceous annual
Chamaecrista_fasciculata,41,6,10,-82.42503,28.55363,1971,8,2,Florida-Hernando,214,0.105,0.175,0.719,21.929 ,114.869 ,440.032,58.108,Herbaceous annual
Chamaecrista_fasciculata,44,8,0,-82.42503,28.55363,1971,8,2,Florida-Hernando,214,0.154,0,0.846,21.929 ,114.869 ,440.032,58.108,Herbaceous annual
Chamaecrista_fasciculata,37,5,0,-82.42503,28.55363,1971,8,2,Florida-Hernando,214,0.119,0,0.881,21.929 ,114.869 ,440.032,58.108,Herbaceous annual
Calopogon_tuberosus,6,2,0,-79.95769,34.33236,1940,5,25,South Carolina-Darlington,146,0.25,0,0.75,16.240 ,82.875 ,844.616,66.825,Herbaceous perennial
Calopogon_tuberosus,5,2,0,-79.95769,34.33236,1940,5,25,South Carolina-Darlington,146,0.286,0,0.714,16.240 ,82.875 ,844.616,66.825,Herbaceous perennial
Calopogon_pallidus,4,2,0,-79.95769,34.33236,1940,5,25,South Carolina-Darlington,146,0.333,0,0.667,16.240 ,82.875 ,844.616,66.825,Herbaceous perennial
Calopogon_pallidus,4,2,0,-79.95769,34.33236,1940,5,25,South Carolina-Darlington,146,0.333,0,0.667,16.240 ,82.875 ,844.616,66.825,Herbaceous perennial
Calopogon_pallidus,5,1,0,-79.95769,34.33236,1940,5,25,South Carolina-Darlington,146,0.167,0,0.833,16.240 ,82.875 ,844.616,66.825,Herbaceous perennial
Calopogon_pallidus,11,5,0,-81.44067,29.90164,1938,4,3,Florida-St. Johns,93,0.313,0,0.688,21.398 ,100.459 ,492.364,66.258,Herbaceous perennial
Calopogon_pallidus,12,5,0,-81.44067,29.90164,1938,4,3,Florida-St. Johns,93,0.294,0,0.706,21.398 ,100.459 ,492.364,66.258,Herbaceous perennial
Calopogon_pallidus,12,5,0,-81.44067,29.90164,1938,4,3,Florida-St. Johns,93,0.294,0,0.706,21.398 ,100.459 ,492.364,66.258,Herbaceous perennial
Calopogon_pallidus,5,3,1,-78.99656,33.92142,1941,6,17,South Carolina-Horry,168,0.333,0.111,0.556,18.183 ,108.248 ,800.8,77.501,Herbaceous perennial
Calopogon_pallidus,6,2,2,-78.99656,33.92142,1941,6,17,South Carolina-Horry,168,0.2,0.2,0.6,18.183 ,108.248 ,800.8,77.501,Herbaceous perennial
Calopogon_pallidus,7,2,3,-78.99656,33.92142,1941,6,17,South Carolina-Horry,168,0.167,0.25,0.583,18.183 ,108.248 ,800.8,77.501,Herbaceous perennial
Calopogon_pallidus,7,5,0,-78.99656,33.92142,1941,5,25,South Carolina-Horry,145,0.417,0,0.583,18.183 ,108.248 ,800.8,77.501,Herbaceous perennial
Calopogon_pallidus,5,5,0,-78.99656,33.92142,1941,5,25,South Carolina-Horry,145,0.5,0,0.5,18.183 ,108.248 ,800.8,77.501,Herbaceous perennial
Calopogon_pallidus,6,5,0,-78.99656,33.92142,1941,5,25,South Carolina-Horry,145,0.455,0,0.545,18.183 ,108.248 ,800.8,77.501,Herbaceous perennial
Calopogon_pallidus,5,5,0,-78.99656,33.92142,1941,5,25,South Carolina-Horry,145,0.5,0,0.5,18.183 ,108.248 ,800.8,77.501,Herbaceous perennial
Calopogon_pallidus,11,4,0,-79.95769,34.33236,1940,5,20,South Carolina-Darlington,141,0.267,0,0.733,16.240 ,82.875 ,844.616,66.825,Herbaceous perennial
Calopogon_pallidus,11,1,2,-79.95769,34.33236,1940,5,20,South Carolina-Darlington,141,0.071,0.143,0.786,16.240 ,82.875 ,844.616,66.825,Herbaceous perennial
Calopogon_pallidus,9,4,0,-79.95769,34.33236,1940,5,20,South Carolina-Darlington,141,0.308,0,0.692,16.240 ,82.875 ,844.616,66.825,Herbaceous perennial
Calopogon_tuberosus,7,4,0,-84.84049,34.23785,1951,6,19,Georgia-Bartow,170,0.364,0,0.636,16.267 ,120.250 ,787.087,50.019,Herbaceous perennial
Calopogon_tuberosus,7,4,0,-84.84049,34.23785,1951,6,19,Georgia-Bartow,170,0.364,0,0.636,16.267 ,120.250 ,787.087,50.019,Herbaceous perennial
Calopogon_tuberosus,7,4,0,-84.84049,34.23785,1951,6,19,Georgia-Bartow,170,0.364,0,0.636,16.267 ,120.250 ,787.087,50.019,Herbaceous perennial
Calopogon_tuberosus,1,1,0,-79.95305,32.83475,1910,6,8,South Carolina-Charleston,159,0.5,0,0.5,18.347 ,92.655 ,724.484,76.289,Herbaceous perennial
Calopogon_tuberosus,8,7,0,-79.95769,34.33236,1909,5,22,South Carolina-Darlington,142,0.467,0,0.533,17.176 ,87.862 ,706.146,51.251,Herbaceous perennial
Calopogon_pallidus,11,9,0,-79.95769,34.33236,1909,7,8,South Carolina-Darlington,189,0.45,0,0.55,17.176 ,87.862 ,706.146,51.251,Herbaceous perennial
Calopogon_pallidus,9,8,0,-79.95769,34.33236,1909,7,8,South Carolina-Darlington,189,0.471,0,0.529,17.176 ,87.862 ,706.146,51.251,Herbaceous perennial
Calopogon_pallidus,12,0,9,-79.95769,34.33236,1909,7,8,South Carolina-Darlington,189,0,0.429,0.571,17.176 ,87.862 ,706.146,51.251,Herbaceous perennial
Calopogon_pallidus,3,2,0,-79.95769,34.33236,1921,5,12,South Carolina-Darlington,132,0.4,0,0.6,18.303 ,86.981 ,716.446,56.974,Herbaceous perennial
Calopogon_pallidus,3,2,0,-79.95769,34.33236,1921,5,12,South Carolina-Darlington,132,0.4,0,0.6,18.303 ,86.981 ,716.446,56.974,Herbaceous perennial
Calopogon_pallidus,3,2,0,-79.95769,34.33236,1921,5,12,South Carolina-Darlington,132,0.4,0,0.6,18.303 ,86.981 ,716.446,56.974,Herbaceous perennial
